source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,srimahalakshmi+jewellary+mart,srimahalakshmi jewellary mart,Jewellery,Retail,"Goldsmith · ajithsingh nagar near pieple road 77, 16-44",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Rajasthan+Supplying+Agencies,Rajasthan Supplying Agencies,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,4.7,41,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,%F0%9D%98%BC%F0%9D%99%8D%F0%9D%99%84%F0%9D%99%83%F0%9D%98%BC%F0%9D%99%89%F0%9D%99%8F+%F0%9D%99%82%F0%9D%99%84%F0%9D%99%81%F0%9D%99%8F%F0%9D%99%8E,𝘼𝙍𝙄𝙃𝘼𝙉𝙏 𝙂𝙄𝙁𝙏𝙎,Jewellery,Retail,"Gift shop · 11-1-11, Ratnam Market, Shop No.7, Beside Chitturi Complex Opp vmc water tank 1town raghvendra bombay cycle shopnear, behind SBI Bank, behind Chitturi Complex",,,4.7,123,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Solanki+Fancy+Stores,Solanki Fancy Stores,Jewellery,Retail,"Furniture store · 11, 11, Pulipativari St, near sulbha complex",,,3.5,2,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Santhi+bangles,Santhi bangles,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Maharani+Novelties,Maharani Novelties,Jewellery,Retail,"Novelty store · Shop No. 57, 1st Floor, K B N Complex, Bhavannarayan Street",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,nalas,nalas,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,,0,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Jyothi+classy+collection,Jyothi classy collection,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,3.0,2,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
merged,KALANIKETHAN;Kalanikethan,KALANIKETHAN,Jewellery,Retail,"Clothing store · 40-1-1, MG Rd, near Chennapati Petrol Bunk",,,4.1,2733,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Ashok+nagar+Vijayawada,Ashok nagar Vijayawada,Jewellery,Retail,Ashok nagar Vijayawada,,,2.0,2,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Harshini+mutation+jewellers,Harshini mutation jewellers,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,3,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,AL-MAHABOOB+BODY+BUILDING+WORKS,AL-MAHABOOB BODY BUILDING WORKS,Jewellery,Retail,"Vijayawada, Andhra Pradesh",,,5.0,1,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
google_maps,Annapurna+Battery+%26+Electrical+Works,Annapurna Battery & Electrical Works,Jewellery,Retail,"Battery Wholesaler · door number 55-3-23, plot, 50, 2nd Rd, near pantakalava road",,,5.0,595,OPERATIONAL,,,,Vijayawada,Andhra Pradesh,India
