source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,ChIJw9P94g8VPDoRrgijHcSkjMI,Sai Lakshmi Bangles Fancy,Jewellery,Retail,"Near B.S.N.L. Office, Women's College Road, 7WV2+VCH, Surya Mahal Area, L.B.S Colony, Srikakulam, Andhra Pradesh 532001, India",088857 75305,,4.3,3,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJUaFj2ZBGPDoR_T6gR0K-fRU,Baba Bangle Stores,Jewellery,Retail,"C27V+XJF, State Bank Veedhi, beside Girls High School, Narasannapeta, Srikakulam, Andhra Pradesh 532421, India",099664 90750,,4.3,15,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJgSii794VPDoRKC-bdCLN_Ls,Sri Radhakrishna Delhi Bazar,Jewellery,Retail,"first floor, Revenue shopping complex, Ambedkar Jct, RTC Complex Area, Meher Nager, Srikakulam, Andhra Pradesh 532001, India",094946 09944,,5,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJKQ0vF_lDOToRWjuQqs3TMyc,Vadhuvu ( one gram gold jewellery store),Jewellery,Retail,"10-50-11/2, beside Sweet India, Ram Nagar, Visakhapatnam, Andhra Pradesh 530002, India",081792 08779,,4.9,407,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJGdGXdTZDOToRXBZlevVmNfI,LAKSHMI DEEPIKA SILVER HOUSE,Jewellery,Retail,"50, Seethammadhara Rd, TPT Colony, Balayya Sastri Layout, Seethammadara, Visakhapatnam, Andhra Pradesh 530013, India",090009 44944,,4.8,253,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJITA7OBRDOToRpXDRxrCM-PA,Bridal jewelry for rent & Flower jewelry,Jewellery,Retail,"20/4, 57-15, Subhash Nagar, Gavara Kanchara Palem, Kancharapalem, Visakhapatnam, Andhra Pradesh 530008, India",086394 71172,,4,2,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJy5AdtjxDOToRZ9WQYujPg68,V Square,Jewellery,Retail,"47-15-8, Waltair Station Approach Rd, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India",0891 666 7777,,4.2,3735,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJWUGyWDxDOToRQUhreCOLY-Y,"Hira Panna Jewellers ( Diamond Roof , Gold and Diamond Jewellery, Boutique Jewellery )",Jewellery,Retail,"Door No 48, Mvr Complex, 19-5, 1st Ln, Opposite RTC Complex, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India",090009 51310,,4.8,642,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJk3dB-RgVPDoRGGYvinAzsDQ,MANI JEWELLERY,Jewellery,Retail,"8V3W+JXC, Chinna Bazar St, Meher Nager, Srikakulam, Andhra Pradesh 532001, India",,,3,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ44kRW4RPPDoR6XXrWLJUT4k,VK Gems & Jewels,Jewellery,Retail,"fourth floor, metta pentayya gari complex, Kothapeta, Kotturu, Andhra Pradesh 532195, India",070139 89199,,5,8,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJcxnRxzxDOToRe5mtQkBoirc,"MMTC-PAMP Exclusive Brand Store - Dwaraka Nagar, Visakhapatnam",Jewellery,Retail,"D.No-47-15-11, 1st Floor Aarif Building, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India",0891 666 0333,,4.9,310,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ_-a0Rh8VPDoRi8l305a-mhw,CMR Shopping Mall,Jewellery,Retail,"8-4-129, GT Rd, beside DCC Bank, Surya Mahal Area, Chowk Ward, New Colony, Srikakulam, Andhra Pradesh 532001, India",076709 00951,,4.1,1227,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ9U7idXkHPToRY03Mrs6rgJY,PAISA 4 GOLD,Jewellery,Retail,"Dr no 13-16-194/UVW, SFS SCHOOL ROAD, near BANDHAN BANK, Kasibugga, palasa, MARUTI NAGAR, Palasa, Andhra Pradesh 532221, India",096335 96339,,5,117,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJX1SZdQAVPDoRvG8kX_wtEiA,Naidu gold,Jewellery,Retail,"7VWW+2JM, GT Rd, New Colony, Srikakulam, Andhra Pradesh 532001, India",,,None,0,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ6azq6UBDOToRBkwXS3y6eBc,SVBC Gold,Jewellery,Retail,"Peejay Plaza, 10-1-44/7, VIP Rd, CBM Compound, Asilmetta, Visakhapatnam, Andhra Pradesh 530003, India",0891 666 7753,,4.6,87,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJtcHP9VcPPToRYLZwP3GlGEM,Sri Lalitha Jewellers,Jewellery,Retail,"MainRoad, Virabhadrapuram, Andhra Pradesh 532243, India",094401 41799,,5,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJFa6bQI8HPToRXijMID6ypps,Yasoda Krishna Jewellers,Jewellery,Retail,"KT Rd (Kasibugga-Tharlakota Road), near old bus stand, Kasibugga, Palasa, Andhra Pradesh 532222, India",098495 14483,,5,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ4ycUsjtqPDoRifCAjqND7YQ,Aditya Jewellers,Jewellery,Retail,"Main Road, Amadalavalasa, Srikakulam, Andhra Pradesh 532184, India",094407 39407,,5,4,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJycdWIQBrPDoR3XVLvlnt0Zg,Sri vijaya venkateswara jewellery,Jewellery,Retail,"MAIN ROAD, beside LAKSHMI NAGAR II ARCH, Ragolupeta, Ragolu, Andhra Pradesh 532484, India",099590 56492,,5,11,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
